Source;Target;Weight;Type
ALEXANDER PIERCE;SCIENTIST #1;1;Undirected
ALEXANDER PIERCE;SCIENTIST #2;1;Undirected
ALEXANDER PIERCE;APPLE EMPLOYEE;1;Undirected
ALEXANDER PIERCE;COM TECH #1;1;Undirected
ALEXANDER PIERCE;COM TECH #2;1;Undirected
ALEXANDER PIERCE;RENATA (AS BRANKA KATIC);1;Undirected
ALEXANDER PIERCE;GARCIA;1;Undirected
ALEXANDER PIERCE;CHARLIE XO;1;Undirected
ALEXANDER PIERCE;CHARLIE WEAPONS TECH;1;Undirected
ALEXANDER PIERCE;SHIELD TECH;1;Undirected
ALEXANDER PIERCE;LEAD SHIELD PILOT;1;Undirected
ALEXANDER PIERCE;SENIOR SHIELD AGENT;1;Undirected
ALEXANDER PIERCE;SHIELD AGENT;1;Undirected
ALEXANDER PIERCE;STRIKE SGT. #1;1;Undirected
ALEXANDER PIERCE;STRIKE SGT. #2;1;Undirected
ALEXANDER PIERCE;STRIKE AGENT;1;Undirected
ALEXANDER PIERCE;25TH FLOOR STRIKE AGENT;1;Undirected
ALEXANDER PIERCE;SCUDDER;1;Undirected
ALEXANDER PIERCE;HUMAN RESOURCES EXECUTIVE;1;Undirected
ALEXANDER PIERCE;DOCTOR;1;Undirected
ALEXANDER PIERCE;LEAD EMT;1;Undirected
ALEXANDER PIERCE;CIA INSTRUCTOR;1;Undirected
ALEXANDER PIERCE;CAPITOL HILL POLICE;1;Undirected
ALEXANDER PIERCE;FBI AGENT;1;Undirected
ALEXANDER PIERCE;COMMITTEE MEMBER;1;Undirected
ALEXANDER PIERCE;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
ALEXANDER PIERCE;FURY CAR VOICE (VOICE);1;Undirected
ALEXANDER PIERCE;SHIELD COMPUTER (VOICE);1;Undirected
ALEXANDER PIERCE;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
BUCKY BARNES / WINTER SOLDIER;SAM WILSON / FALCON;2;Undirected
BUCKY BARNES / WINTER SOLDIER;MARIA HILL;1;Undirected
BUCKY BARNES / WINTER SOLDIER;BROCK RUMLOW;1;Undirected
BUCKY BARNES / WINTER SOLDIER;JASPER SITWELL;1;Undirected
BUCKY BARNES / WINTER SOLDIER;KATE / AGENT 13;1;Undirected
BUCKY BARNES / WINTER SOLDIER;PEGGY CARTER;1;Undirected
BUCKY BARNES / WINTER SOLDIER;DR. ARNIM ZOLA;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SMITHSONIAN GUARD;1;Undirected
BUCKY BARNES / WINTER SOLDIER;JACK ROLLINS;1;Undirected
BUCKY BARNES / WINTER SOLDIER;COUNCILWOMAN HAWLEY;1;Undirected
BUCKY BARNES / WINTER SOLDIER;COUNCILMAN SINGH;1;Undirected
BUCKY BARNES / WINTER SOLDIER;COUNCILMAN ROCKWELL;1;Undirected
BUCKY BARNES / WINTER SOLDIER;COUNCILMAN YEN;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SENATOR STERN;1;Undirected
BUCKY BARNES / WINTER SOLDIER;GEORGES BATROC;1;Undirected
BUCKY BARNES / WINTER SOLDIER;FRENCH PIRATE #1;1;Undirected
BUCKY BARNES / WINTER SOLDIER;FRENCH PIRATE #2;1;Undirected
BUCKY BARNES / WINTER SOLDIER;ENGINE PIRATE;1;Undirected
BUCKY BARNES / WINTER SOLDIER;FRENCH RADIO PIRATE;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SKINNY STEVE;1;Undirected
BUCKY BARNES / WINTER SOLDIER;LAUNCH TECH #1;1;Undirected
BUCKY BARNES / WINTER SOLDIER;LAUNCH TECH #2;1;Undirected
BUCKY BARNES / WINTER SOLDIER;DR. FINE (AS GOZIE AGBO);1;Undirected
BUCKY BARNES / WINTER SOLDIER;SHIELD INTERROGATOR #1;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SHIELD INTERROGATOR #2;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SCIENTIST #1;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SCIENTIST #2;1;Undirected
BUCKY BARNES / WINTER SOLDIER;APPLE EMPLOYEE;1;Undirected
BUCKY BARNES / WINTER SOLDIER;COM TECH #1;1;Undirected
BUCKY BARNES / WINTER SOLDIER;COM TECH #2;1;Undirected
BUCKY BARNES / WINTER SOLDIER;RENATA (AS BRANKA KATIC);1;Undirected
BUCKY BARNES / WINTER SOLDIER;GARCIA;1;Undirected
BUCKY BARNES / WINTER SOLDIER;CHARLIE XO;1;Undirected
BUCKY BARNES / WINTER SOLDIER;CHARLIE WEAPONS TECH;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SHIELD TECH;1;Undirected
BUCKY BARNES / WINTER SOLDIER;LEAD SHIELD PILOT;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SENIOR SHIELD AGENT;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SHIELD AGENT;1;Undirected
BUCKY BARNES / WINTER SOLDIER;STRIKE SGT. #1;1;Undirected
BUCKY BARNES / WINTER SOLDIER;STRIKE SGT. #2;1;Undirected
BUCKY BARNES / WINTER SOLDIER;STRIKE AGENT;1;Undirected
BUCKY BARNES / WINTER SOLDIER;25TH FLOOR STRIKE AGENT;1;Undirected
BUCKY BARNES / WINTER SOLDIER;SCUDDER;1;Undirected
BUCKY BARNES / WINTER SOLDIER;HUMAN RESOURCES EXECUTIVE;1;Undirected
BUCKY BARNES / WINTER SOLDIER;DOCTOR;1;Undirected
BUCKY BARNES / WINTER SOLDIER;LEAD EMT;1;Undirected
BUCKY BARNES / WINTER SOLDIER;CIA INSTRUCTOR;1;Undirected
BUCKY BARNES / WINTER SOLDIER;CAPITOL HILL POLICE;1;Undirected
BUCKY BARNES / WINTER SOLDIER;FBI AGENT;1;Undirected
BUCKY BARNES / WINTER SOLDIER;COMMITTEE MEMBER;1;Undirected
BUCKY BARNES / WINTER SOLDIER;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
BUCKY BARNES / WINTER SOLDIER;FURY CAR VOICE (VOICE);1;Undirected
BUCKY BARNES / WINTER SOLDIER;SHIELD COMPUTER (VOICE);1;Undirected
BUCKY BARNES / WINTER SOLDIER;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
SAM WILSON / FALCON;MARIA HILL;1;Undirected
SAM WILSON / FALCON;BROCK RUMLOW;1;Undirected
SAM WILSON / FALCON;JASPER SITWELL;1;Undirected
SAM WILSON / FALCON;KATE / AGENT 13;1;Undirected
SAM WILSON / FALCON;PEGGY CARTER;2;Undirected
SAM WILSON / FALCON;DR. ARNIM ZOLA;1;Undirected
SAM WILSON / FALCON;SMITHSONIAN GUARD;1;Undirected
SAM WILSON / FALCON;JACK ROLLINS;1;Undirected
SAM WILSON / FALCON;COUNCILWOMAN HAWLEY;1;Undirected
SAM WILSON / FALCON;COUNCILMAN SINGH;1;Undirected
SAM WILSON / FALCON;COUNCILMAN ROCKWELL;1;Undirected
SAM WILSON / FALCON;COUNCILMAN YEN;1;Undirected
SAM WILSON / FALCON;SENATOR STERN;1;Undirected
SAM WILSON / FALCON;GEORGES BATROC;1;Undirected
SAM WILSON / FALCON;FRENCH PIRATE #1;1;Undirected
SAM WILSON / FALCON;FRENCH PIRATE #2;1;Undirected
SAM WILSON / FALCON;ENGINE PIRATE;1;Undirected
SAM WILSON / FALCON;FRENCH RADIO PIRATE;1;Undirected
SAM WILSON / FALCON;SKINNY STEVE;1;Undirected
SAM WILSON / FALCON;LAUNCH TECH #1;1;Undirected
SAM WILSON / FALCON;LAUNCH TECH #2;1;Undirected
SAM WILSON / FALCON;DR. FINE (AS GOZIE AGBO);1;Undirected
SAM WILSON / FALCON;SHIELD INTERROGATOR #1;1;Undirected
SAM WILSON / FALCON;SHIELD INTERROGATOR #2;1;Undirected
SAM WILSON / FALCON;SCIENTIST #1;1;Undirected
SAM WILSON / FALCON;SCIENTIST #2;1;Undirected
SAM WILSON / FALCON;APPLE EMPLOYEE;1;Undirected
SAM WILSON / FALCON;COM TECH #1;1;Undirected
SAM WILSON / FALCON;COM TECH #2;1;Undirected
SAM WILSON / FALCON;RENATA (AS BRANKA KATIC);1;Undirected
SAM WILSON / FALCON;GARCIA;1;Undirected
SAM WILSON / FALCON;CHARLIE XO;1;Undirected
SAM WILSON / FALCON;CHARLIE WEAPONS TECH;1;Undirected
SAM WILSON / FALCON;SHIELD TECH;1;Undirected
SAM WILSON / FALCON;LEAD SHIELD PILOT;1;Undirected
SAM WILSON / FALCON;SENIOR SHIELD AGENT;1;Undirected
SAM WILSON / FALCON;SHIELD AGENT;1;Undirected
SAM WILSON / FALCON;STRIKE SGT. #1;1;Undirected
SAM WILSON / FALCON;STRIKE SGT. #2;1;Undirected
SAM WILSON / FALCON;STRIKE AGENT;1;Undirected
SAM WILSON / FALCON;25TH FLOOR STRIKE AGENT;1;Undirected
SAM WILSON / FALCON;SCUDDER;1;Undirected
SAM WILSON / FALCON;HUMAN RESOURCES EXECUTIVE;1;Undirected
SAM WILSON / FALCON;DOCTOR;1;Undirected
SAM WILSON / FALCON;LEAD EMT;1;Undirected
SAM WILSON / FALCON;CIA INSTRUCTOR;1;Undirected
SAM WILSON / FALCON;CAPITOL HILL POLICE;1;Undirected
SAM WILSON / FALCON;FBI AGENT;1;Undirected
SAM WILSON / FALCON;COMMITTEE MEMBER;1;Undirected
SAM WILSON / FALCON;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
SAM WILSON / FALCON;FURY CAR VOICE (VOICE);1;Undirected
SAM WILSON / FALCON;SHIELD COMPUTER (VOICE);1;Undirected
SAM WILSON / FALCON;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
MARIA HILL;BROCK RUMLOW;1;Undirected
MARIA HILL;JASPER SITWELL;1;Undirected
MARIA HILL;KATE / AGENT 13;1;Undirected
MARIA HILL;PEGGY CARTER;2;Undirected
MARIA HILL;DR. ARNIM ZOLA;1;Undirected
MARIA HILL;SMITHSONIAN GUARD;1;Undirected
MARIA HILL;JACK ROLLINS;1;Undirected
MARIA HILL;COUNCILWOMAN HAWLEY;1;Undirected
MARIA HILL;COUNCILMAN SINGH;1;Undirected
MARIA HILL;COUNCILMAN ROCKWELL;1;Undirected
MARIA HILL;COUNCILMAN YEN;1;Undirected
MARIA HILL;SENATOR STERN;1;Undirected
MARIA HILL;GEORGES BATROC;1;Undirected
MARIA HILL;FRENCH PIRATE #1;1;Undirected
MARIA HILL;FRENCH PIRATE #2;1;Undirected
MARIA HILL;ENGINE PIRATE;1;Undirected
MARIA HILL;FRENCH RADIO PIRATE;1;Undirected
MARIA HILL;SKINNY STEVE;1;Undirected
MARIA HILL;LAUNCH TECH #1;1;Undirected
MARIA HILL;LAUNCH TECH #2;1;Undirected
MARIA HILL;DR. FINE (AS GOZIE AGBO);1;Undirected
MARIA HILL;SHIELD INTERROGATOR #1;1;Undirected
MARIA HILL;SHIELD INTERROGATOR #2;1;Undirected
MARIA HILL;SCIENTIST #1;1;Undirected
MARIA HILL;SCIENTIST #2;1;Undirected
MARIA HILL;APPLE EMPLOYEE;1;Undirected
MARIA HILL;COM TECH #1;1;Undirected
MARIA HILL;COM TECH #2;1;Undirected
MARIA HILL;RENATA (AS BRANKA KATIC);1;Undirected
MARIA HILL;GARCIA;1;Undirected
MARIA HILL;CHARLIE XO;1;Undirected
MARIA HILL;CHARLIE WEAPONS TECH;1;Undirected
MARIA HILL;SHIELD TECH;1;Undirected
MARIA HILL;LEAD SHIELD PILOT;1;Undirected
MARIA HILL;SENIOR SHIELD AGENT;1;Undirected
MARIA HILL;SHIELD AGENT;1;Undirected
MARIA HILL;STRIKE SGT. #1;1;Undirected
MARIA HILL;STRIKE SGT. #2;1;Undirected
MARIA HILL;STRIKE AGENT;1;Undirected
MARIA HILL;25TH FLOOR STRIKE AGENT;1;Undirected
MARIA HILL;SCUDDER;1;Undirected
MARIA HILL;HUMAN RESOURCES EXECUTIVE;1;Undirected
MARIA HILL;DOCTOR;1;Undirected
MARIA HILL;LEAD EMT;1;Undirected
MARIA HILL;CIA INSTRUCTOR;1;Undirected
MARIA HILL;CAPITOL HILL POLICE;1;Undirected
MARIA HILL;FBI AGENT;1;Undirected
MARIA HILL;COMMITTEE MEMBER;1;Undirected
MARIA HILL;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
MARIA HILL;FURY CAR VOICE (VOICE);1;Undirected
MARIA HILL;SHIELD COMPUTER (VOICE);1;Undirected
MARIA HILL;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
BROCK RUMLOW;JASPER SITWELL;1;Undirected
BROCK RUMLOW;KATE / AGENT 13;1;Undirected
BROCK RUMLOW;PEGGY CARTER;1;Undirected
BROCK RUMLOW;DR. ARNIM ZOLA;1;Undirected
BROCK RUMLOW;SMITHSONIAN GUARD;1;Undirected
BROCK RUMLOW;JACK ROLLINS;1;Undirected
BROCK RUMLOW;COUNCILWOMAN HAWLEY;1;Undirected
BROCK RUMLOW;COUNCILMAN SINGH;1;Undirected
BROCK RUMLOW;COUNCILMAN ROCKWELL;1;Undirected
BROCK RUMLOW;COUNCILMAN YEN;1;Undirected
BROCK RUMLOW;SENATOR STERN;1;Undirected
BROCK RUMLOW;GEORGES BATROC;1;Undirected
BROCK RUMLOW;FRENCH PIRATE #1;1;Undirected
BROCK RUMLOW;FRENCH PIRATE #2;1;Undirected
BROCK RUMLOW;ENGINE PIRATE;1;Undirected
BROCK RUMLOW;FRENCH RADIO PIRATE;1;Undirected
BROCK RUMLOW;SKINNY STEVE;1;Undirected
BROCK RUMLOW;LAUNCH TECH #1;1;Undirected
BROCK RUMLOW;LAUNCH TECH #2;1;Undirected
BROCK RUMLOW;DR. FINE (AS GOZIE AGBO);1;Undirected
BROCK RUMLOW;SHIELD INTERROGATOR #1;1;Undirected
BROCK RUMLOW;SHIELD INTERROGATOR #2;1;Undirected
BROCK RUMLOW;SCIENTIST #1;1;Undirected
BROCK RUMLOW;SCIENTIST #2;1;Undirected
BROCK RUMLOW;APPLE EMPLOYEE;1;Undirected
BROCK RUMLOW;COM TECH #1;1;Undirected
BROCK RUMLOW;COM TECH #2;1;Undirected
BROCK RUMLOW;RENATA (AS BRANKA KATIC);1;Undirected
BROCK RUMLOW;GARCIA;1;Undirected
BROCK RUMLOW;CHARLIE XO;1;Undirected
BROCK RUMLOW;CHARLIE WEAPONS TECH;1;Undirected
BROCK RUMLOW;SHIELD TECH;1;Undirected
BROCK RUMLOW;LEAD SHIELD PILOT;1;Undirected
BROCK RUMLOW;SENIOR SHIELD AGENT;1;Undirected
BROCK RUMLOW;SHIELD AGENT;1;Undirected
BROCK RUMLOW;STRIKE SGT. #1;1;Undirected
BROCK RUMLOW;STRIKE SGT. #2;1;Undirected
BROCK RUMLOW;STRIKE AGENT;1;Undirected
BROCK RUMLOW;25TH FLOOR STRIKE AGENT;1;Undirected
BROCK RUMLOW;SCUDDER;1;Undirected
BROCK RUMLOW;HUMAN RESOURCES EXECUTIVE;1;Undirected
BROCK RUMLOW;DOCTOR;1;Undirected
BROCK RUMLOW;LEAD EMT;1;Undirected
BROCK RUMLOW;CIA INSTRUCTOR;1;Undirected
BROCK RUMLOW;CAPITOL HILL POLICE;1;Undirected
BROCK RUMLOW;FBI AGENT;1;Undirected
BROCK RUMLOW;COMMITTEE MEMBER;1;Undirected
BROCK RUMLOW;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
BROCK RUMLOW;FURY CAR VOICE (VOICE);1;Undirected
BROCK RUMLOW;SHIELD COMPUTER (VOICE);1;Undirected
BROCK RUMLOW;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
JASPER SITWELL;KATE / AGENT 13;1;Undirected
JASPER SITWELL;PEGGY CARTER;1;Undirected
JASPER SITWELL;DR. ARNIM ZOLA;1;Undirected
JASPER SITWELL;SMITHSONIAN GUARD;1;Undirected
JASPER SITWELL;JACK ROLLINS;1;Undirected
JASPER SITWELL;COUNCILWOMAN HAWLEY;1;Undirected
JASPER SITWELL;COUNCILMAN SINGH;1;Undirected
JASPER SITWELL;COUNCILMAN ROCKWELL;1;Undirected
JASPER SITWELL;COUNCILMAN YEN;1;Undirected
JASPER SITWELL;SENATOR STERN;1;Undirected
JASPER SITWELL;GEORGES BATROC;1;Undirected
JASPER SITWELL;FRENCH PIRATE #1;1;Undirected
JASPER SITWELL;FRENCH PIRATE #2;1;Undirected
JASPER SITWELL;ENGINE PIRATE;1;Undirected
JASPER SITWELL;FRENCH RADIO PIRATE;1;Undirected
JASPER SITWELL;SKINNY STEVE;1;Undirected
JASPER SITWELL;LAUNCH TECH #1;1;Undirected
JASPER SITWELL;LAUNCH TECH #2;1;Undirected
JASPER SITWELL;DR. FINE (AS GOZIE AGBO);1;Undirected
JASPER SITWELL;SHIELD INTERROGATOR #1;1;Undirected
JASPER SITWELL;SHIELD INTERROGATOR #2;1;Undirected
JASPER SITWELL;SCIENTIST #1;1;Undirected
JASPER SITWELL;SCIENTIST #2;1;Undirected
JASPER SITWELL;APPLE EMPLOYEE;1;Undirected
JASPER SITWELL;COM TECH #1;1;Undirected
JASPER SITWELL;COM TECH #2;1;Undirected
JASPER SITWELL;RENATA (AS BRANKA KATIC);1;Undirected
JASPER SITWELL;GARCIA;1;Undirected
JASPER SITWELL;CHARLIE XO;1;Undirected
JASPER SITWELL;CHARLIE WEAPONS TECH;1;Undirected
JASPER SITWELL;SHIELD TECH;1;Undirected
JASPER SITWELL;LEAD SHIELD PILOT;1;Undirected
JASPER SITWELL;SENIOR SHIELD AGENT;1;Undirected
JASPER SITWELL;SHIELD AGENT;1;Undirected
JASPER SITWELL;STRIKE SGT. #1;1;Undirected
JASPER SITWELL;STRIKE SGT. #2;1;Undirected
JASPER SITWELL;STRIKE AGENT;1;Undirected
JASPER SITWELL;25TH FLOOR STRIKE AGENT;1;Undirected
JASPER SITWELL;SCUDDER;1;Undirected
JASPER SITWELL;HUMAN RESOURCES EXECUTIVE;1;Undirected
JASPER SITWELL;DOCTOR;1;Undirected
JASPER SITWELL;LEAD EMT;1;Undirected
JASPER SITWELL;CIA INSTRUCTOR;1;Undirected
JASPER SITWELL;CAPITOL HILL POLICE;1;Undirected
JASPER SITWELL;FBI AGENT;1;Undirected
JASPER SITWELL;COMMITTEE MEMBER;1;Undirected
JASPER SITWELL;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
JASPER SITWELL;FURY CAR VOICE (VOICE);1;Undirected
JASPER SITWELL;SHIELD COMPUTER (VOICE);1;Undirected
JASPER SITWELL;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
KATE / AGENT 13;PEGGY CARTER;1;Undirected
KATE / AGENT 13;DR. ARNIM ZOLA;1;Undirected
KATE / AGENT 13;SMITHSONIAN GUARD;1;Undirected
KATE / AGENT 13;JACK ROLLINS;1;Undirected
KATE / AGENT 13;COUNCILWOMAN HAWLEY;1;Undirected
KATE / AGENT 13;COUNCILMAN SINGH;1;Undirected
KATE / AGENT 13;COUNCILMAN ROCKWELL;1;Undirected
KATE / AGENT 13;COUNCILMAN YEN;1;Undirected
KATE / AGENT 13;SENATOR STERN;1;Undirected
KATE / AGENT 13;GEORGES BATROC;1;Undirected
KATE / AGENT 13;FRENCH PIRATE #1;1;Undirected
KATE / AGENT 13;FRENCH PIRATE #2;1;Undirected
KATE / AGENT 13;ENGINE PIRATE;1;Undirected
KATE / AGENT 13;FRENCH RADIO PIRATE;1;Undirected
KATE / AGENT 13;SKINNY STEVE;1;Undirected
KATE / AGENT 13;LAUNCH TECH #1;1;Undirected
KATE / AGENT 13;LAUNCH TECH #2;1;Undirected
KATE / AGENT 13;DR. FINE (AS GOZIE AGBO);1;Undirected
KATE / AGENT 13;SHIELD INTERROGATOR #1;1;Undirected
KATE / AGENT 13;SHIELD INTERROGATOR #2;1;Undirected
KATE / AGENT 13;SCIENTIST #1;1;Undirected
KATE / AGENT 13;SCIENTIST #2;1;Undirected
KATE / AGENT 13;APPLE EMPLOYEE;1;Undirected
KATE / AGENT 13;COM TECH #1;1;Undirected
KATE / AGENT 13;COM TECH #2;1;Undirected
KATE / AGENT 13;RENATA (AS BRANKA KATIC);1;Undirected
KATE / AGENT 13;GARCIA;1;Undirected
KATE / AGENT 13;CHARLIE XO;1;Undirected
KATE / AGENT 13;CHARLIE WEAPONS TECH;1;Undirected
KATE / AGENT 13;SHIELD TECH;1;Undirected
KATE / AGENT 13;LEAD SHIELD PILOT;1;Undirected
KATE / AGENT 13;SENIOR SHIELD AGENT;1;Undirected
KATE / AGENT 13;SHIELD AGENT;1;Undirected
KATE / AGENT 13;STRIKE SGT. #1;1;Undirected
KATE / AGENT 13;STRIKE SGT. #2;1;Undirected
KATE / AGENT 13;STRIKE AGENT;1;Undirected
KATE / AGENT 13;25TH FLOOR STRIKE AGENT;1;Undirected
KATE / AGENT 13;SCUDDER;1;Undirected
KATE / AGENT 13;HUMAN RESOURCES EXECUTIVE;1;Undirected
KATE / AGENT 13;DOCTOR;1;Undirected
KATE / AGENT 13;LEAD EMT;1;Undirected
KATE / AGENT 13;CIA INSTRUCTOR;1;Undirected
KATE / AGENT 13;CAPITOL HILL POLICE;1;Undirected
KATE / AGENT 13;FBI AGENT;1;Undirected
KATE / AGENT 13;COMMITTEE MEMBER;1;Undirected
KATE / AGENT 13;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
KATE / AGENT 13;FURY CAR VOICE (VOICE);1;Undirected
KATE / AGENT 13;SHIELD COMPUTER (VOICE);1;Undirected
KATE / AGENT 13;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
PEGGY CARTER;SMITHSONIAN GUARD;1;Undirected
PEGGY CARTER;JACK ROLLINS;1;Undirected
PEGGY CARTER;COUNCILWOMAN HAWLEY;1;Undirected
PEGGY CARTER;COUNCILMAN SINGH;1;Undirected
PEGGY CARTER;COUNCILMAN ROCKWELL;1;Undirected
PEGGY CARTER;COUNCILMAN YEN;1;Undirected
PEGGY CARTER;SENATOR STERN;1;Undirected
PEGGY CARTER;GEORGES BATROC;1;Undirected
PEGGY CARTER;FRENCH PIRATE #1;1;Undirected
PEGGY CARTER;FRENCH PIRATE #2;1;Undirected
PEGGY CARTER;ENGINE PIRATE;1;Undirected
PEGGY CARTER;FRENCH RADIO PIRATE;1;Undirected
PEGGY CARTER;SKINNY STEVE;1;Undirected
PEGGY CARTER;LAUNCH TECH #1;1;Undirected
PEGGY CARTER;LAUNCH TECH #2;1;Undirected
PEGGY CARTER;DR. FINE (AS GOZIE AGBO);1;Undirected
PEGGY CARTER;SHIELD INTERROGATOR #1;1;Undirected
PEGGY CARTER;SHIELD INTERROGATOR #2;1;Undirected
PEGGY CARTER;SCIENTIST #1;1;Undirected
PEGGY CARTER;SCIENTIST #2;1;Undirected
PEGGY CARTER;APPLE EMPLOYEE;1;Undirected
PEGGY CARTER;COM TECH #1;1;Undirected
PEGGY CARTER;COM TECH #2;1;Undirected
PEGGY CARTER;RENATA (AS BRANKA KATIC);1;Undirected
PEGGY CARTER;GARCIA;1;Undirected
PEGGY CARTER;CHARLIE XO;1;Undirected
PEGGY CARTER;CHARLIE WEAPONS TECH;1;Undirected
PEGGY CARTER;LEAD SHIELD PILOT;1;Undirected
PEGGY CARTER;SENIOR SHIELD AGENT;1;Undirected
PEGGY CARTER;STRIKE SGT. #1;1;Undirected
PEGGY CARTER;STRIKE SGT. #2;1;Undirected
PEGGY CARTER;STRIKE AGENT;1;Undirected
PEGGY CARTER;25TH FLOOR STRIKE AGENT;1;Undirected
PEGGY CARTER;SCUDDER;1;Undirected
PEGGY CARTER;HUMAN RESOURCES EXECUTIVE;1;Undirected
PEGGY CARTER;DOCTOR;1;Undirected
PEGGY CARTER;LEAD EMT;1;Undirected
PEGGY CARTER;CIA INSTRUCTOR;1;Undirected
PEGGY CARTER;CAPITOL HILL POLICE;1;Undirected
PEGGY CARTER;FBI AGENT;1;Undirected
PEGGY CARTER;COMMITTEE MEMBER;1;Undirected
PEGGY CARTER;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
PEGGY CARTER;FURY CAR VOICE (VOICE);1;Undirected
PEGGY CARTER;SHIELD COMPUTER (VOICE);1;Undirected
PEGGY CARTER;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
DR. ARNIM ZOLA;SMITHSONIAN GUARD;1;Undirected
DR. ARNIM ZOLA;JACK ROLLINS;1;Undirected
DR. ARNIM ZOLA;COUNCILWOMAN HAWLEY;1;Undirected
DR. ARNIM ZOLA;COUNCILMAN SINGH;1;Undirected
DR. ARNIM ZOLA;COUNCILMAN ROCKWELL;1;Undirected
DR. ARNIM ZOLA;COUNCILMAN YEN;1;Undirected
DR. ARNIM ZOLA;SENATOR STERN;1;Undirected
DR. ARNIM ZOLA;GEORGES BATROC;1;Undirected
DR. ARNIM ZOLA;FRENCH PIRATE #1;1;Undirected
DR. ARNIM ZOLA;FRENCH PIRATE #2;1;Undirected
DR. ARNIM ZOLA;ENGINE PIRATE;1;Undirected
DR. ARNIM ZOLA;FRENCH RADIO PIRATE;1;Undirected
DR. ARNIM ZOLA;SKINNY STEVE;1;Undirected
DR. ARNIM ZOLA;LAUNCH TECH #1;1;Undirected
DR. ARNIM ZOLA;LAUNCH TECH #2;1;Undirected
DR. ARNIM ZOLA;DR. FINE (AS GOZIE AGBO);1;Undirected
DR. ARNIM ZOLA;SHIELD INTERROGATOR #1;1;Undirected
DR. ARNIM ZOLA;SHIELD INTERROGATOR #2;1;Undirected
DR. ARNIM ZOLA;SCIENTIST #1;1;Undirected
DR. ARNIM ZOLA;SCIENTIST #2;1;Undirected
DR. ARNIM ZOLA;APPLE EMPLOYEE;1;Undirected
DR. ARNIM ZOLA;COM TECH #1;1;Undirected
DR. ARNIM ZOLA;COM TECH #2;1;Undirected
DR. ARNIM ZOLA;RENATA (AS BRANKA KATIC);1;Undirected
DR. ARNIM ZOLA;GARCIA;1;Undirected
DR. ARNIM ZOLA;CHARLIE XO;1;Undirected
DR. ARNIM ZOLA;CHARLIE WEAPONS TECH;1;Undirected
DR. ARNIM ZOLA;LEAD SHIELD PILOT;1;Undirected
DR. ARNIM ZOLA;SENIOR SHIELD AGENT;1;Undirected
DR. ARNIM ZOLA;STRIKE SGT. #1;1;Undirected
DR. ARNIM ZOLA;STRIKE SGT. #2;1;Undirected
DR. ARNIM ZOLA;STRIKE AGENT;1;Undirected
DR. ARNIM ZOLA;25TH FLOOR STRIKE AGENT;1;Undirected
DR. ARNIM ZOLA;SCUDDER;1;Undirected
DR. ARNIM ZOLA;HUMAN RESOURCES EXECUTIVE;1;Undirected
DR. ARNIM ZOLA;DOCTOR;1;Undirected
DR. ARNIM ZOLA;LEAD EMT;1;Undirected
DR. ARNIM ZOLA;CIA INSTRUCTOR;1;Undirected
DR. ARNIM ZOLA;CAPITOL HILL POLICE;1;Undirected
DR. ARNIM ZOLA;FBI AGENT;1;Undirected
DR. ARNIM ZOLA;COMMITTEE MEMBER;1;Undirected
DR. ARNIM ZOLA;LITTLE BOY IN THE SMITHSONIAN;1;Undirected
DR. ARNIM ZOLA;FURY CAR VOICE (VOICE);1;Undirected
DR. ARNIM ZOLA;SHIELD COMPUTER (VOICE);1;Undirected
DR. ARNIM ZOLA;THE SMITHSONIAN NARRATOR (VOICE);1;Undirected
SMITHSONIAN GUARD;JACK ROLLINS;1;Undirected
SMITHSONIAN GUARD;COUNCILWOMAN HAWLEY;1;Undirected
SMITHSONIAN GUARD;COUNCILMAN SINGH;1;Undirected
SMITHSONIAN GUARD;COUNCILMAN ROCKWELL;1;Undirected
SMITHSONIAN GUARD;COUNCILMAN YEN;1;Undirected
SMITHSONIAN GUARD;SENATOR STERN;1;Undirected
SMITHSONIAN GUARD;GEORGES BATROC;1;Undirected
