id, character
1138,Goth Girl in Alley 
1139,Wallow 
1140,Abigor 
1141,Johnny Blaze / Ghost Rider 
1142,Roarke / The Devil 
1143,Nadya 
1144,Danny 
1145,Ray Carrigan / Blackout 
1146,Methodius 
1147,Moreau 
1148,Benedict 
1149,Grannik 
1150,Terrokov 
1151,Toma Nikasevic 
1152,Dr. Reed Richards 
1153,Johnny Storm 
1154,Susan Storm 
1155,Ben Grimm 
1156,Dr. Doom / Victor Von Doom 
1157,Thing 
1158,Jeweler 
1159,Professor 
1160,Alicia Masters 
1161,Weasel 
1162,Mrs. Storm 
1163,Kragstadt 
1164,Trigorin 
1165,Dr. Hauptman 
1166,Messenger 
1167,Reed Richards / Mr. Fantastic 
1168,Sue Richards / Invisible Woman 
1169,Johnny Storm / Human Torch 
1170,Ben Grimm / The Thing 
1171,Victor von Doom / Doctor Doom 
1172,General Hager 
1173,Norrin Radd / Silver Surfer (voice) 
1174,Norrin Radd / Silver Surfer 
1175,Frankie Raye 
1176,James Sherman / Rafke 
1177,Dr. Jeff Wagner 
1178,Baxter Building Doorman 
1179,Hot Party Girl #3 
1180,Johnny's Wedding Date 
1181,Stan Lee - Rejected Wedding Guest 
1182,Tailor 
1183,Elektra Natchios / Elektra 
1184,Mark Miller 
1185,Kirigi 
1186,Roshi 
1187,Stick 
1188,Typhoid Mary / Typhoid 
1189,Abby Miller 
1190,McCabe 
1191,Kinkou 
1192,Tattoo 
1193,Bauer 
1194,Meizumi 
1195,Young Elektra 
1196,Pool Shark 
1197,Hand Ninja #2 
1198,Roshi Servant 
1199,Nikolas Natchios 
1200,Hand Ninja #1 
1201,Young Elektra's Mother 
1202,Matt Murdock (Director's Cut only) 
1203,Matt Murdock / Daredevil 
1204,Elektra Natchios 
1205,Lester / Bullseye 
1206,Wilson Fisk / The Kingpin 
1207,Franklin 'Foggy' Nelson 
1208,Young Matt 
1209,Karen Page 
1210,Ben Urich 
1211,Wesley Owen Welch 
1212,Nick Manolis 
1213,Father Everett 
1214,Jose Quesada 
1215,Jack Murdock 
1216,Abusive Father 
1217,Meat Packer 
1218,Quesada Attorney 
1219,Ring Announcer 
1220,Angela Sutton 
1221,Judge #1 
1222,Josie 
1223,NY Cop #1 
1224,Kid #1 
1225,Kid #2 
1226,Kid #3 
1227,Stavros 
1228,Old Lady on Plane 
1229,Rookie Cop 
1230,Drunken Englishman 
1231,Sharpshooter 
1232,Jack Kirby, Forensic Assistant 
1233,Quesada's Friend #1 
1234,Quesada's Friend #2 
1235,Boxing Referee #1 
1236,Boxing Referee #2 
1237,Old Man at Crossing 
1238,Quesada's Friend #3 
1239,Swat Leader 
1240,Policeman 
1241,Greek Priest 
1242,Fisk Bodyguard 
1243,Bully #1 
1244,Bully #2 
1245,Bully #3 
1246,Stavros' Friend 
1247,Man with Pen in Head 
1248,Norman Osborn / Green Goblin 
1249,Mary Jane Watson 
1250,Harry Osborn 
1251,Ben Parker 
1252,J. Jonah Jameson 
1253,Flash Thompson 
1254,Joseph 'Robbie' Robertson 
1255,Carjacker 
1256,Betty Brant 
1257,Dr. Mendell Stromm 
1258,Bone Saw McGraw 
1259,Check-In Girl 
1260,Punk Rock Girl 
1261,Hoffman 
1262,Man in Fair 
1263,Stunts 
1264,Tugboat Captain 
1265,Maximilian Fargas 
1266,Simkins 
1267,Henry Balkan 
1268,General Slocum 
1269,Houseman 
1270,Subway Guitarist 
1271,Cop at Carjacking 
1272,Lab Tour Guide 
1273,Wrestling Promoter 
1274,Wrestling Arena Guard 
1275,Flash's Crony 
1276,Heckler 
1277,Cop at Fire 
1278,Mother at Fire 
1279,Cabbie 
1280,Opinionated Cop 
1281,Surly Truck Driver 
1282,Philip Watson 
1283,Chaperone in Tram 
1284,Girl in Tram 
1285,Boy in Tram 
1286,Project Coordinator 
1287,Madeline Watson 
1288,Billy's Mom 
1289,Young Lady at Fire 
1290,Marine Cop 
1291,Dr. Otto Octavius / Doctor Octopus 
1292,Rosalie Octavius 
1293,John Jameson 
1294,Dr. Curt Connors 
1295,Norman Osborn 
1296,Ursula 
1297,Snooty Usher 
1298,Man Dodging Debris 
1299,Man on Balcony 
1300,Mr. Jacks 
1301,Elevator Passenger 
1302,Pizza 'Heist' Witness 
1303,Receptionist 
1304,Miss Brant 
1305,Raymond 
1306,Mr. Aziz 
1307,Train Passenger 
1308,Louise 
1309,Woman at Web 
1310,Dr. Davis 
1311,Mr. Ditkovich 
1312,Garbage Man 
1313,Mrs. Jameson 
1314,Skeptical Scientist 
1315,OsCorp Representative 
1316,Amazed Kid 
1317,Algernon 
1318,Theater Traffic Cop 
1319,Clawing Nurse 
1320,Train Conductor 
1321,Society Woman 
1322,Dr. Isaacs 
1323,Mrs. Watson 
1324,Injured Scientist 
1325,Violinist 
1326,Woman at Fire 
1327,Screaming Nurse 
1328,Chainsaw Doctor 
1329,Harry Osborn / New Goblin 
1330,Flint Marko / Sandman 
1331,Eddie Brock / Venom 
1332,Gwen Stacey 
1333,Captain Stacey 
1334,Mrs. Marko 
1335,Joseph Robertson 
1336,Penny Marko 
1337,Mr. Ditkovitch 
1338,Dennis Carradine / Carjacker 
1339,Man in Times Square 
1340,Maître d 
1341,Pianist 
1342,Mrs. Stacy 
1343,Anchorman 
1344,Jennifer Dugan 
1345,Congratulatory Woman at Daily Bugle 
1346,Crane Disaster Radio Policeman 
1347,Play Director 
1348,Play Producer 
1349,Jazz Club Manager 
1350,Precinct Detective 
1351,Emergency Room Doctor 
1352,Crane Operator 
1353,Woman Outside Theater 
1354,Police Detective 
1355,New Jersey State Policeman 
1356,Test Site Technician 
1357,ICU Nurse 
1358,Cop at Crane Disaster 
1359,Mary Jane's Replacement 
1360,Boy at Key to the City Ceremony 
1361,Councilwoman 
1362,Policeman at Sand Truck 
1363,Armored Car Driver 
1364,Newstand Patron 
1365,Coffee Shop Waitress 
1366,Jazz Club Waitress 
1367,Jazz Club Bouncer 
1368,Photoshoot Client 
1369,Gwen Stacy 
1370,Dr. Curt Connors / The Lizard 
1371,Captain Stacy 
1372,Richard Parker 
1373,Rajit Ratha 
1374,Uncle Ben 
1375,Aunt May 
1376,Peter Parker (Age 4) 
1377,Mary Parker 
1378,Cash Register Thief 
1379,Missy Kallenback 
1380,Jack's Father 
1381,School Librarian 
1382,Man in the Shadows 
1383,Helen Stacy 
1384,Philip Stacy 
1385,Howard Stacy 
1386,Simon Stacy 
1387,Mr. Cramer 
1388,Miss Ritter 
1389,Nicky's Girlfriend 
1390,Store Clerk 
1391,Gordon 
1392,Physics Nerd 
1393,Nicky 
1394,Car Thief 
1395,Car Thief Cop 
1396,Police Officer 
1397,Officer (SWAT) 
1398,Newscaster (News Chopper) 
1399,OsCorp Intern 
1400,Rodrigo Guevara 
1401,Taxi Driver 
1402,Police Officer with Sketch 
1403,Sheila (Subway) 
1404,Subway Guy 
1405,Principal 
1406,Second Girl (Subway) 
1407,Ariel 
1408,Max Dillon / Electro 
1409,Harry Osborn / Green Goblin 
1410,Donald Menken 
1411,Aleksei Sytsevich / The Rhino (Uncredited) 
1412,Young Peter Parker 
1413,Felicia Hardy 
1414,Dr. Ashley Kafka 
1415,Allistar Smythe 
1416,Graduation Guest 
1417,Gustav Fiers / The Gentleman 
1418,Woman in Statue Of Liberty Costume 
1419,Dr. Jallings - Science Investigator 
1420,Kari 
1421,Agent Berkley 
1422,Swat Team Leader 
1423,Jorge 
1424,G-5 Co-Pilot 
1425,Gwen's Cabbie 
1426,British Desk Attendant 
1427,Principal Conway 
1428,Times Square Cop 
1429,Lead Officer 
1430,Police Captain 
1431,Bodega Cashier 
1432,Robber 
1433,Air Traffic Controller 
1434,Dispatcher 
1435,Osborn Butler 
1436,Pilot 
1437,Jorge's Mother 
1438,NY1 News Anchor 
1439,NY1 Reporter 
1440,Chinese Grandpa 
1441,Armed Robber 
1442,Ravencroft Guard 
1443,Bully 
1444,OsCorp Department Head 
1445,Times Square Bystander 
1446,Corporate Lawyer 
1447,Frank Castle / The Punisher 
1448,Howard Saint 
1449,Quentin Glass 
1450,Frank Castle, Sr. 
1451,Livia Saint 
1452,Specker Dave 
1453,Bobby Saint 
1454,Jimmy Weeks 
1455,Mickey Duka 
1456,Bumpo 
1457,Joan 
1458,Harry Heck 
1459,Will Castle 
1460,Joe Toro 
1461,Tattooed Mike 
1462,T.J. 
1463,Bay News 9 Newscaster 
1464,Toro Croupier 
1465,EMT 
1466,Police Chief Morris 
1467,Betty Castle 
1468,Candelaria 
1469,Accountant #1 
1470,Accountant #2 
1471,Accountant #3 
1472,Spoon 
1473,Dante 
1474,The Russian 
1475,Lincoln 
1476,Saint Puerto Rico Enforcer 
1477,Yuri Astrov 
1478,Billy Russoti / Jigsaw 
1479,Angela Donatelli 
1480,Paul Budiansky 
1481,Loony Bin Jim 
1482,Martin Soap 
1483,Micro 
1484,Grace Donatelli 
1485,Pittsy 
1486,Agent Miller 
1487,Captain Ross 
1488,Saffiotti 
1489,Maginty 
1490,Carlos 
1491,Cristu Bulat 
1492,Dr. Hank Pym 
1493,Hope van Dyne 
1494,Darren Cross / Yellowjacket 
1495,Paxton 
1496,Luis 
1497,Dave 
1498,Gale 
1499,Maggie Lang 
1500,Cassie Lang 
1501,Kurt 
1502,Mitchell Carson 
1503,Car Driver 
1504,Dale 
1505,Hydra Buyer 
1506,Frank 
1507,Buyer 
1508,Young Pym 
1509,Janet van Dyne / The Wasp 
1510,Spanish Woman 
1511,Young Daughter 
1512,Raver 
1513,Pool BBQ Dad 
1514,Pool BBQ Mom 
1515,Pool BBQ Kid 
1516,Pym Tech Gate Guard 
1517,Pym Tech Security Guard 
1518,PYM Tech Security Guard 
1519,Gorgeous Blonde 
1520,Superior Officer 
1521,Ice Cream Store Customer 
1522,Ernesto 
1523,Emily 
1524,Peachy 
1525,Cop on Speaker 
1526,Alpha Guard 
1527,Beta Guard 
1528,Vault Guard 
1529,Armed Guard 
1530,Lab Guard 
1531,Lab Tech 
1532,Ignacio 
1533,Writer 
1534,Hideous Rabbit (voice) 
